tile,chip,x,y,f1,f2,labels
35JKL,19,181,215,0.534855,0.56175,7
35JKL,19,181,214,0.534855,0.56175,7
35JKL,19,181,213,0.540575,0.56637,7
35JKL,19,181,212,0.540575,0.56637,7
35JKL,19,181,211,0.540575,0.56637,7
35JKL,19,181,210,0.54448,0.57319,7
35JKL,19,181,209,0.54448,0.57319,7
35JKL,19,181,208,0.54448,0.57319,7
35JKL,19,181,207,0.542335,0.5667,7
35JKL,19,181,206,0.542335,0.5667,7
35JKL,19,181,205,0.542335,0.5667,7
35JKL,19,181,204,0.534195,0.561145,7
35JKL,19,181,203,0.534195,0.561145,7
35JKL,19,181,202,0.534195,0.561145,7
35JKL,19,181,201,0.5313075,0.56109,7
35JKL,19,181,200,0.5313075,0.56109,7
35JKL,19,181,199,0.5313075,0.56109,7
35JKL,19,181,198,0.539695,0.5725025,7
35JKL,19,181,197,0.539695,0.5725025,7
35JKL,19,181,196,0.539695,0.5725025,7
35JKL,19,181,195,0.5456075,0.5759675,7
35JKL,19,181,194,0.5456075,0.5759675,7
35JKL,19,181,193,0.5456075,0.5759675,7
35JKL,19,181,192,0.5464875,0.5749775,7
35JKL,19,181,191,0.5464875,0.5749775,7
35JKL,19,181,190,0.5464875,0.5749775,7
35JKL,19,181,189,0.549045,0.57814,7
35JKL,19,181,188,0.549045,0.57814,7
35JKL,19,181,187,0.549045,0.57814,7
35JKL,19,181,186,0.5550125,0.5851525,7
35JKL,19,181,185,0.5550125,0.5851525,7
35JKL,19,181,184,0.5550125,0.5851525,7
35JKL,19,181,183,0.5617225,0.590405,7
35JKL,19,181,182,0.5617225,0.590405,7
35JKL,19,181,181,0.5617225,0.590405,7
35JKL,19,181,180,0.569505,0.5973625,7
35JKL,19,181,179,0.569505,0.5973625,7
35JKL,19,181,178,0.569505,0.5973625,7
35JKL,19,181,177,0.57231,0.6004425,7
35JKL,19,181,176,0.57231,0.6004425,7
35JKL,19,181,175,0.57231,0.6004425,7
35JKL,19,181,174,0.56945,0.5982975,7
35JKL,19,181,173,0.56945,0.5982975,7
35JKL,19,181,172,0.56945,0.5982975,7
35JKL,19,181,171,0.578635,0.60707,7
35JKL,19,181,170,0.578635,0.60707,7
35JKL,19,181,169,0.578635,0.60707,7
35JKL,19,181,168,0.58738,0.61543,7
35JKL,19,181,167,0.58738,0.61543,7
35JKL,19,181,166,0.58738,0.61543,7
35JKL,19,181,165,0.5956575,0.6218925,7
35JKL,19,181,164,0.5956575,0.6218925,7
35JKL,19,181,163,0.5956575,0.6218925,7
35JKL,19,181,162,0.596125,0.6217275,7
35JKL,19,181,161,0.596125,0.6217275,7
35JKL,19,181,160,0.596125,0.6217275,7
35JKL,19,181,159,0.5964825,0.6236525,6
35JKL,19,181,158,0.5964825,0.6236525,6
35JKL,19,181,157,0.5964825,0.6236525,6
35JKL,19,181,156,0.5955475,0.62533,6
35JKL,19,181,155,0.5955475,0.62533,6
35JKL,19,181,154,0.5955475,0.62533,6
35JKL,19,181,153,0.58925,0.61906,6
35JKL,19,181,152,0.58925,0.61906,6
35JKL,19,181,151,0.58925,0.61906,6
35JKL,19,181,150,0.5901575,0.6122675,6
35JKL,19,181,149,0.5901575,0.6122675,6
35JKL,19,181,148,0.5901575,0.6122675,6
35JKL,19,181,147,0.57539,0.612405,6
35JKL,19,181,146,0.57539,0.612405,6
35JKL,19,181,145,0.57539,0.612405,6
35JKL,19,181,144,0.57352,0.6090775,6
35JKL,19,181,143,0.57352,0.6090775,6
35JKL,19,181,142,0.57352,0.6090775,6
35JKL,19,181,141,0.569835,0.60322,6
35JKL,19,181,140,0.569835,0.60322,6
35JKL,19,181,139,0.569835,0.60322,6
35JKL,19,181,138,0.5642525,0.59453,6
35JKL,19,181,137,0.5642525,0.59453,6
35JKL,19,181,136,0.5642525,0.59453,6
35JKL,19,181,135,0.5784425,0.5984625,6
35JKL,19,181,134,0.5784425,0.5984625,6
35JKL,19,181,133,0.5784425,0.5984625,6
35JKL,19,181,132,0.60014,0.6207375,6
35JKL,19,181,131,0.60014,0.6207375,6
35JKL,19,181,130,0.60014,0.6207375,6
35JKL,19,181,129,0.610975,0.6365775,6
35JKL,19,181,128,0.610975,0.6365775,6
35JKL,19,181,127,0.610975,0.6365775,7
35JKL,19,181,126,0.62214,0.649805,7
35JKL,19,181,125,0.62214,0.649805,7
35JKL,19,181,124,0.62214,0.649805,7
35JKL,19,181,123,0.6155125,0.6530225,7
35JKL,19,181,122,0.6155125,0.6530225,7
35JKL,19,181,121,0.6155125,0.6530225,7
35JKL,19,181,120,0.62137,0.6520325,7
35JKL,19,181,119,0.62137,0.6520325,2
35JKL,19,181,118,0.62137,0.6520325,2
35JKL,19,181,117,0.629015,0.6594575,2
35JKL,19,181,116,0.629015,0.6594575,2
35JKL,19,181,115,0.629015,0.6594575,2
35JKL,19,181,114,0.6337725,0.663335,2
35JKL,19,181,113,0.6337725,0.663335,2
35JKL,19,181,112,0.6337725,0.663335,7
35JKL,19,181,111,0.6336075,0.6660575,7
35JKL,19,181,110,0.6336075,0.6660575,7
35JKL,19,181,109,0.6336075,0.6660575,7
35JKL,19,181,108,0.6339925,0.66944,7
35JKL,19,181,107,0.6339925,0.66944,7
35JKL,19,181,106,0.6339925,0.66944,7
35JKL,19,181,105,0.636825,0.6721075,7
35JKL,19,181,104,0.636825,0.6721075,7
35JKL,19,181,103,0.636825,0.6721075,7
35JKL,19,181,102,0.6474675,0.68297,7
35JKL,19,181,101,0.6474675,0.68297,7
35JKL,19,181,100,0.6474675,0.68297,7
35JKL,19,181,99,0.647275,0.679835,7
35JKL,19,181,98,0.647275,0.679835,7
35JKL,19,181,97,0.647275,0.679835,7
35JKL,19,181,96,0.6483475,0.678075,7
35JKL,19,181,95,0.6483475,0.678075,6
35JKL,19,181,94,0.6483475,0.678075,6
35JKL,19,181,93,0.649805,0.6782675,6
35JKL,19,181,92,0.649805,0.6782675,6
35JKL,19,181,91,0.649805,0.6782675,6
35JKL,19,181,90,0.66416,0.689955,6
35JKL,19,181,89,0.66416,0.689955,6
35JKL,19,181,88,0.66416,0.689955,6
35JKL,19,181,87,0.6620425,0.6953725,6
35JKL,19,181,86,0.6620425,0.6953725,6
35JKL,19,181,85,0.6620425,0.6953725,6
35JKL,19,181,84,0.6640775,0.700185,6
35JKL,19,181,83,0.6640775,0.700185,6
35JKL,19,181,82,0.6640775,0.700185,6
35JKL,19,181,81,0.658385,0.6922925,6
35JKL,19,181,80,0.658385,0.6922925,6
35JKL,19,181,79,0.658385,0.6922925,6
35JKL,19,181,78,0.63765,0.6774975,6
35JKL,19,181,77,0.63765,0.6774975,6
35JKL,19,181,76,0.63765,0.6774975,6
35JKL,19,181,75,0.6295925,0.66834,6
35JKL,19,181,74,0.6295925,0.66834,6
35JKL,19,181,73,0.6295925,0.66834,6
35JKL,19,181,72,0.63732,0.67483,6
35JKL,19,181,71,0.63732,0.67483,6
35JKL,19,181,70,0.63732,0.67483,6
35JKL,19,181,69,0.6398775,0.67142,6
35JKL,19,181,68,0.6398775,0.67142,6
35JKL,19,181,67,0.6398775,0.67142,6
35JKL,19,181,66,0.6536,0.6772225,6
35JKL,19,181,65,0.6536,0.6772225,6
35JKL,19,181,64,0.6536,0.6772225,6
35JKL,19,181,63,0.684125,0.70431,6
35JKL,19,181,62,0.684125,0.70431,6
35JKL,19,181,61,0.684125,0.70431,6
35JKL,19,181,60,0.70024,0.7270525,6
35JKL,19,181,59,0.70024,0.7270525,6
35JKL,19,181,58,0.70024,0.7270525,6
35JKL,19,181,57,0.7032375,0.732415,6
35JKL,19,181,56,0.7032375,0.732415,6
35JKL,19,181,55,0.7032375,0.732415,6
35JKL,19,181,54,0.6987,0.7306825,6
35JKL,19,181,53,0.6987,0.7306825,6
35JKL,19,181,52,0.6987,0.7306825,6
35JKL,19,181,51,0.69254,0.726035,6
35JKL,19,181,50,0.69254,0.726035,6
35JKL,19,181,49,0.69254,0.726035,6
35JKL,19,181,48,0.6912475,0.71883,6
35JKL,19,181,47,0.6912475,0.71883,6
35JKL,19,181,46,0.6912475,0.71883,6
35JKL,19,181,45,0.6846475,0.7138525,6
35JKL,19,181,44,0.6846475,0.7138525,6
35JKL,19,181,43,0.6846475,0.7138525,6
35JKL,19,181,42,0.6883325,0.712285,6
35JKL,19,181,41,0.6883325,0.712285,6
35JKL,19,181,40,0.6883325,0.712285,6
35JKL,19,181,39,0.67835,0.7094525,6
35JKL,19,181,38,0.67835,0.7094525,6
35JKL,19,181,37,0.67835,0.7094525,6
35JKL,19,181,36,0.656075,0.68902,6
35JKL,19,181,35,0.656075,0.68902,6
35JKL,19,181,34,0.656075,0.68902,6
35JKL,19,181,33,0.6400975,0.6656725,6
35JKL,19,181,32,0.6400975,0.6656725,6
35JKL,19,181,31,0.6400975,0.6656725,6
35JKL,19,181,30,0.63358,0.65998,6
35JKL,19,181,29,0.63358,0.65998,6
35JKL,19,181,28,0.63358,0.65998,6
35JKL,19,181,27,0.6555525,0.6842075,6
35JKL,19,181,26,0.6555525,0.6842075,6
35JKL,19,181,25,0.6555525,0.6842075,6
35JKL,19,181,24,0.6652875,0.691055,6
35JKL,19,181,23,0.6652875,0.691055,6
35JKL,19,181,22,0.6652875,0.691055,6
35JKL,19,181,21,0.654315,0.682695,6
35JKL,19,181,20,0.654315,0.682695,6
35JKL,19,181,19,0.654315,0.682695,6
35JKL,19,181,18,0.652005,0.6769475,6
35JKL,19,181,17,0.652005,0.6769475,6
35JKL,19,181,16,0.652005,0.6769475,6
35JKL,19,181,15,0.65459,0.68066,6
35JKL,19,181,14,0.65459,0.68066,6
35JKL,19,181,13,0.65459,0.68066,6
35JKL,19,181,12,0.6490075,0.6745275,6
35JKL,19,181,11,0.6490075,0.6745275,6
35JKL,19,181,10,0.6490075,0.6745275,6
35JKL,19,181,9,0.6471375,0.668945,6
35JKL,19,181,8,0.6471375,0.668945,6
35JKL,19,181,7,0.6471375,0.668945,6
35JKL,19,181,6,0.6494475,0.669495,6
35JKL,19,181,5,0.6494475,0.669495,6
35JKL,19,181,4,0.6494475,0.669495,6
35JKL,19,181,3,0.64953,0.66779,6
35JKL,19,181,2,0.64953,0.66779,6
35JKL,19,181,1,0.64953,0.66779,6
35JKL,19,181,0,0.6581375,0.6737575,6
35JKL,19,180,255,0.5220675,0.5464325,7
35JKL,19,180,254,0.5220675,0.5464325,7
35JKL,19,180,253,0.5220675,0.5464325,7
35JKL,19,180,252,0.52435,0.550365,7
35JKL,19,180,251,0.52435,0.550365,7
35JKL,19,180,250,0.52435,0.550365,7
35JKL,19,180,249,0.5297675,0.5582025,7
35JKL,19,180,248,0.5297675,0.5582025,7
35JKL,19,180,247,0.5297675,0.5582025,7
35JKL,19,180,246,0.5319125,0.557735,7
35JKL,19,180,245,0.5319125,0.557735,7
35JKL,19,180,244,0.5319125,0.557735,5
35JKL,19,180,243,0.5300975,0.557735,5
35JKL,19,180,242,0.5300975,0.557735,5
35JKL,19,180,241,0.5300975,0.557735,5
35JKL,19,180,240,0.52358,0.550145,5
35JKL,19,180,239,0.52358,0.550145,7
35JKL,19,180,238,0.52358,0.550145,7
35JKL,19,180,237,0.5129375,0.5395575,7
35JKL,19,180,236,0.5129375,0.5395575,7
35JKL,19,180,235,0.5129375,0.5395575,7
35JKL,19,180,234,0.510325,0.53403,5
35JKL,19,180,233,0.510325,0.53403,5
35JKL,19,180,232,0.510325,0.53403,5
35JKL,19,180,231,0.50741,0.530345,7
35JKL,19,180,230,0.50741,0.530345,7
35JKL,19,180,229,0.50741,0.530345,7
35JKL,19,180,228,0.50598,0.533645,7
35JKL,19,180,227,0.50598,0.533645,7
35JKL,19,180,226,0.50598,0.533645,7
35JKL,19,180,225,0.51863,0.545745,7
35JKL,19,180,224,0.51863,0.545745,7
35JKL,19,180,223,0.51863,0.545745,7
35JKL,19,180,222,0.53326,0.5547375,7
35JKL,19,180,221,0.53326,0.5547375,7
35JKL,19,180,220,0.53326,0.5547375,7
35JKL,19,180,219,0.535515,0.5546,7
35JKL,19,180,218,0.535515,0.5546,7
35JKL,19,180,217,0.535515,0.5546,7
35JKL,19,180,216,0.534855,0.56175,7
35JKL,19,180,215,0.534855,0.56175,7
35JKL,19,180,214,0.534855,0.56175,7
35JKL,19,180,213,0.540575,0.56637,7
35JKL,19,180,212,0.540575,0.56637,7
35JKL,19,180,211,0.540575,0.56637,7
35JKL,19,180,210,0.54448,0.57319,7
35JKL,19,180,209,0.54448,0.57319,7
35JKL,19,180,208,0.54448,0.57319,7
35JKL,19,180,207,0.542335,0.5667,7
35JKL,19,180,206,0.542335,0.5667,7
35JKL,19,180,205,0.542335,0.5667,7
35JKL,19,180,204,0.534195,0.561145,7
35JKL,19,180,203,0.534195,0.561145,7
35JKL,19,180,202,0.534195,0.561145,7
35JKL,19,180,201,0.5313075,0.56109,7
35JKL,19,180,200,0.5313075,0.56109,7
35JKL,19,180,199,0.5313075,0.56109,7
35JKL,19,180,198,0.539695,0.5725025,7
35JKL,19,180,197,0.539695,0.5725025,7
35JKL,19,180,196,0.539695,0.5725025,7
35JKL,19,180,195,0.5456075,0.5759675,7
35JKL,19,180,194,0.5456075,0.5759675,7
35JKL,19,180,193,0.5456075,0.5759675,7
35JKL,19,180,192,0.5464875,0.5749775,7
35JKL,19,180,191,0.5464875,0.5749775,7
35JKL,19,180,190,0.5464875,0.5749775,7
35JKL,19,180,189,0.549045,0.57814,7
35JKL,19,180,188,0.549045,0.57814,7
35JKL,19,180,187,0.549045,0.57814,7
35JKL,19,180,186,0.5550125,0.5851525,7
35JKL,19,180,185,0.5550125,0.5851525,7
35JKL,19,180,184,0.5550125,0.5851525,7
35JKL,19,180,183,0.5617225,0.590405,7
35JKL,19,180,182,0.5617225,0.590405,7
35JKL,19,180,181,0.5617225,0.590405,7
35JKL,19,180,180,0.569505,0.5973625,7
35JKL,19,180,179,0.569505,0.5973625,7
35JKL,19,180,178,0.569505,0.5973625,7
35JKL,19,180,177,0.57231,0.6004425,7
35JKL,19,180,176,0.57231,0.6004425,7
35JKL,19,180,175,0.57231,0.6004425,7
35JKL,19,180,174,0.56945,0.5982975,7
35JKL,19,180,173,0.56945,0.5982975,7
35JKL,19,180,172,0.56945,0.5982975,7
35JKL,19,180,171,0.578635,0.60707,7
35JKL,19,180,170,0.578635,0.60707,7
35JKL,19,180,169,0.578635,0.60707,7
35JKL,19,180,168,0.58738,0.61543,7
35JKL,19,180,167,0.58738,0.61543,7
35JKL,19,180,166,0.58738,0.61543,7
35JKL,19,180,165,0.5956575,0.6218925,7
35JKL,19,180,164,0.5956575,0.6218925,7
35JKL,19,180,163,0.5956575,0.6218925,7
35JKL,19,180,162,0.596125,0.6217275,7
35JKL,19,180,161,0.596125,0.6217275,7
35JKL,19,180,160,0.596125,0.6217275,7
35JKL,19,180,159,0.5964825,0.6236525,6
35JKL,19,180,158,0.5964825,0.6236525,6
35JKL,19,180,157,0.5964825,0.6236525,6
35JKL,19,180,156,0.5955475,0.62533,6
35JKL,19,180,155,0.5955475,0.62533,6
35JKL,19,180,154,0.5955475,0.62533,6
35JKL,19,180,153,0.58925,0.61906,6
35JKL,19,180,152,0.58925,0.61906,6
35JKL,19,180,151,0.58925,0.61906,6
35JKL,19,180,150,0.5901575,0.6122675,6
35JKL,19,180,149,0.5901575,0.6122675,6
35JKL,19,180,148,0.5901575,0.6122675,6
35JKL,19,180,147,0.57539,0.612405,6
35JKL,19,180,146,0.57539,0.612405,6
35JKL,19,180,145,0.57539,0.612405,6
35JKL,19,180,144,0.57352,0.6090775,6
35JKL,19,180,143,0.57352,0.6090775,6
35JKL,19,180,142,0.57352,0.6090775,6
35JKL,19,180,141,0.569835,0.60322,6
35JKL,19,180,140,0.569835,0.60322,6
35JKL,19,180,139,0.569835,0.60322,6
35JKL,19,180,138,0.5642525,0.59453,6
35JKL,19,180,137,0.5642525,0.59453,6
35JKL,19,180,136,0.5642525,0.59453,6
35JKL,19,180,135,0.5784425,0.5984625,6
35JKL,19,180,134,0.5784425,0.5984625,6
35JKL,19,180,133,0.5784425,0.5984625,6
35JKL,19,180,132,0.60014,0.6207375,6
35JKL,19,180,131,0.60014,0.6207375,6
35JKL,19,180,130,0.60014,0.6207375,6
35JKL,19,180,129,0.610975,0.6365775,6
35JKL,19,180,128,0.610975,0.6365775,6
35JKL,19,180,127,0.610975,0.6365775,7
35JKL,19,180,126,0.62214,0.649805,7
35JKL,19,180,125,0.62214,0.649805,7
35JKL,19,180,124,0.62214,0.649805,7
35JKL,19,180,123,0.6155125,0.6530225,7
35JKL,19,180,122,0.6155125,0.6530225,7
35JKL,19,180,121,0.6155125,0.6530225,7
35JKL,19,180,120,0.62137,0.6520325,7
35JKL,19,180,119,0.62137,0.6520325,2
35JKL,19,180,118,0.62137,0.6520325,2
35JKL,19,180,117,0.629015,0.6594575,2
35JKL,19,180,116,0.629015,0.6594575,2
35JKL,19,180,115,0.629015,0.6594575,2
35JKL,19,180,114,0.6337725,0.663335,2
35JKL,19,180,113,0.6337725,0.663335,2
35JKL,19,180,112,0.6337725,0.663335,7
35JKL,19,180,111,0.6336075,0.6660575,7
35JKL,19,180,110,0.6336075,0.6660575,7
35JKL,19,180,109,0.6336075,0.6660575,7
35JKL,19,180,108,0.6339925,0.66944,7
35JKL,19,180,107,0.6339925,0.66944,7
35JKL,19,180,106,0.6339925,0.66944,7
35JKL,19,180,105,0.636825,0.6721075,7
35JKL,19,180,104,0.636825,0.6721075,7
35JKL,19,180,103,0.636825,0.6721075,7
35JKL,19,180,102,0.6474675,0.68297,7
35JKL,19,180,101,0.6474675,0.68297,7
35JKL,19,180,100,0.6474675,0.68297,7
35JKL,19,180,99,0.647275,0.679835,7
35JKL,19,180,98,0.647275,0.679835,7
35JKL,19,180,97,0.647275,0.679835,7
35JKL,19,180,96,0.6483475,0.678075,7
35JKL,19,180,95,0.6483475,0.678075,6
35JKL,19,180,94,0.6483475,0.678075,6
35JKL,19,180,93,0.649805,0.6782675,6
35JKL,19,180,92,0.649805,0.6782675,6
35JKL,19,180,91,0.649805,0.6782675,6
35JKL,19,180,90,0.66416,0.689955,6
35JKL,19,180,89,0.66416,0.689955,6
35JKL,19,180,88,0.66416,0.689955,6
35JKL,19,180,87,0.6620425,0.6953725,6
35JKL,19,180,86,0.6620425,0.6953725,6
35JKL,19,180,85,0.6620425,0.6953725,6
35JKL,19,180,84,0.6640775,0.700185,6
35JKL,19,180,83,0.6640775,0.700185,6
35JKL,19,180,82,0.6640775,0.700185,6
35JKL,19,180,81,0.658385,0.6922925,6
35JKL,19,180,80,0.658385,0.6922925,6
35JKL,19,180,79,0.658385,0.6922925,6
35JKL,19,180,78,0.63765,0.6774975,6
35JKL,19,180,77,0.63765,0.6774975,6
35JKL,19,180,76,0.63765,0.6774975,6
35JKL,19,180,75,0.6295925,0.66834,6
35JKL,19,180,74,0.6295925,0.66834,6
35JKL,19,180,73,0.6295925,0.66834,6
35JKL,19,180,72,0.63732,0.67483,6
35JKL,19,180,71,0.63732,0.67483,6
35JKL,19,180,70,0.63732,0.67483,6
35JKL,19,180,69,0.6398775,0.67142,6
35JKL,19,180,68,0.6398775,0.67142,6
35JKL,19,180,67,0.6398775,0.67142,6
35JKL,19,180,66,0.6536,0.6772225,6
35JKL,19,180,65,0.6536,0.6772225,6
35JKL,19,180,64,0.6536,0.6772225,6
35JKL,19,180,63,0.684125,0.70431,6
35JKL,19,180,62,0.684125,0.70431,6
35JKL,19,180,61,0.684125,0.70431,6
35JKL,19,180,60,0.70024,0.7270525,6
35JKL,19,180,59,0.70024,0.7270525,6
35JKL,19,180,58,0.70024,0.7270525,6
35JKL,19,180,57,0.7032375,0.732415,6
35JKL,19,180,56,0.7032375,0.732415,6
35JKL,19,180,55,0.7032375,0.732415,6
35JKL,19,180,54,0.6987,0.7306825,6
35JKL,19,180,53,0.6987,0.7306825,6
35JKL,19,180,52,0.6987,0.7306825,6
35JKL,19,180,51,0.69254,0.726035,6
35JKL,19,180,50,0.69254,0.726035,6
35JKL,19,180,49,0.69254,0.726035,6
35JKL,19,180,48,0.6912475,0.71883,6
35JKL,19,180,47,0.6912475,0.71883,6
35JKL,19,180,46,0.6912475,0.71883,6
35JKL,19,180,45,0.6846475,0.7138525,6
35JKL,19,180,44,0.6846475,0.7138525,6
35JKL,19,180,43,0.6846475,0.7138525,6
35JKL,19,180,42,0.6883325,0.712285,6
35JKL,19,180,41,0.6883325,0.712285,6
35JKL,19,180,40,0.6883325,0.712285,6
35JKL,19,180,39,0.67835,0.7094525,6
35JKL,19,180,38,0.67835,0.7094525,6
35JKL,19,180,37,0.67835,0.7094525,6
35JKL,19,180,36,0.656075,0.68902,6
35JKL,19,180,35,0.656075,0.68902,6
35JKL,19,180,34,0.656075,0.68902,6
35JKL,19,180,33,0.6400975,0.6656725,6
35JKL,19,180,32,0.6400975,0.6656725,6
35JKL,19,180,31,0.6400975,0.6656725,6
35JKL,19,180,30,0.63358,0.65998,6
35JKL,19,180,29,0.63358,0.65998,6
35JKL,19,180,28,0.63358,0.65998,6
35JKL,19,180,27,0.6555525,0.6842075,6
35JKL,19,180,26,0.6555525,0.6842075,6
35JKL,19,180,25,0.6555525,0.6842075,6
35JKL,19,180,24,0.6652875,0.691055,6
35JKL,19,180,23,0.6652875,0.691055,6
35JKL,19,180,22,0.6652875,0.691055,6
35JKL,19,180,21,0.654315,0.682695,6
35JKL,19,180,20,0.654315,0.682695,6
35JKL,19,180,19,0.654315,0.682695,6
35JKL,19,180,18,0.652005,0.6769475,6
35JKL,19,180,17,0.652005,0.6769475,6
35JKL,19,180,16,0.652005,0.6769475,6
35JKL,19,180,15,0.65459,0.68066,6
35JKL,19,180,14,0.65459,0.68066,6
35JKL,19,180,13,0.65459,0.68066,6
35JKL,19,180,12,0.6490075,0.6745275,6
35JKL,19,180,11,0.6490075,0.6745275,6
35JKL,19,180,10,0.6490075,0.6745275,6
35JKL,19,180,9,0.6471375,0.668945,6
35JKL,19,180,8,0.6471375,0.668945,6
35JKL,19,180,7,0.6471375,0.668945,6
35JKL,19,180,6,0.6494475,0.669495,6
35JKL,19,180,5,0.6494475,0.669495,6
35JKL,19,180,4,0.6494475,0.669495,6
35JKL,19,180,3,0.64953,0.66779,6
35JKL,19,180,2,0.64953,0.66779,6
35JKL,19,180,1,0.64953,0.66779,6
35JKL,19,180,0,0.6581375,0.6737575,6
35JKL,19,179,255,0.5187125,0.5420325,7
35JKL,19,179,254,0.5187125,0.5420325,7
35JKL,19,179,253,0.5187125,0.5420325,7
35JKL,19,179,252,0.520005,0.5429125,7
35JKL,19,179,251,0.520005,0.5429125,7
35JKL,19,179,250,0.520005,0.5429125,7
35JKL,19,179,249,0.51973,0.5455525,7
35JKL,19,179,248,0.51973,0.5455525,7
35JKL,19,179,247,0.51973,0.5455525,7
35JKL,19,179,246,0.521765,0.545855,7
35JKL,19,179,245,0.521765,0.545855,5
35JKL,19,179,244,0.521765,0.545855,5
35JKL,19,179,243,0.52138,0.544315,5
35JKL,19,179,242,0.52138,0.544315,5
35JKL,19,179,241,0.52138,0.544315,5
35JKL,19,179,240,0.5142025,0.5352675,5
35JKL,19,179,239,0.5142025,0.5352675,5
35JKL,19,179,238,0.5142025,0.5352675,5
35JKL,19,179,237,0.504055,0.52633,5
35JKL,19,179,236,0.504055,0.52633,5
35JKL,19,179,235,0.504055,0.52633,5
35JKL,19,179,234,0.508125,0.53117,7
35JKL,19,179,233,0.508125,0.53117,7
35JKL,19,179,232,0.508125,0.53117,7
35JKL,19,179,231,0.51137,0.530785,7
35JKL,19,179,230,0.51137,0.530785,7
35JKL,19,179,229,0.51137,0.530785,7
35JKL,19,179,228,0.5052925,0.5269075,7
35JKL,19,179,227,0.5052925,0.5269075,7
35JKL,19,179,226,0.5052925,0.5269075,7
35JKL,19,179,225,0.5108475,0.5357075,7
35JKL,19,179,224,0.5108475,0.5357075,7
35JKL,19,179,223,0.5108475,0.5357075,7
35JKL,19,179,222,0.526825,0.551795,7
35JKL,19,179,221,0.526825,0.551795,7
35JKL,19,179,220,0.526825,0.551795,7
35JKL,19,179,219,0.5357625,0.55504,7
35JKL,19,179,218,0.5357625,0.55504,7
35JKL,19,179,217,0.5357625,0.55504,7
35JKL,19,179,216,0.5328475,0.5568,7
35JKL,19,179,215,0.5328475,0.5568,7
35JKL,19,179,214,0.5328475,0.5568,7
35JKL,19,179,213,0.5380175,0.5588625,7
35JKL,19,179,212,0.5380175,0.5588625,7
35JKL,19,179,211,0.5380175,0.5588625,7
35JKL,19,179,210,0.53898,0.5648575,7
35JKL,19,179,209,0.53898,0.5648575,7
35JKL,19,179,208,0.53898,0.5648575,7
35JKL,19,179,207,0.5354875,0.5586425,7
35JKL,19,179,206,0.5354875,0.5586425,7
35JKL,19,179,205,0.5354875,0.5586425,7
35JKL,19,179,204,0.5278425,0.5579275,7
35JKL,19,179,203,0.5278425,0.5579275,7
35JKL,19,179,202,0.5278425,0.5579275,7
35JKL,19,179,201,0.529135,0.5565525,7
35JKL,19,179,200,0.529135,0.5565525,7
35JKL,19,179,199,0.529135,0.5565525,7
35JKL,19,179,198,0.534855,0.56571,7
35JKL,19,179,197,0.534855,0.56571,7
35JKL,19,179,196,0.534855,0.56571,7
35JKL,19,179,195,0.5406025,0.57077,7
35JKL,19,179,194,0.5406025,0.57077,7
35JKL,19,179,193,0.5406025,0.57077,7
35JKL,19,179,192,0.5452225,0.57385,7
35JKL,19,179,191,0.5452225,0.57385,7
35JKL,19,179,190,0.5452225,0.57385,7
35JKL,19,179,189,0.546845,0.5771225,7
35JKL,19,179,188,0.546845,0.5771225,7
35JKL,19,179,187,0.546845,0.5771225,7
35JKL,19,179,186,0.5498975,0.5798725,7
35JKL,19,179,185,0.5498975,0.5798725,7
35JKL,19,179,184,0.5498975,0.5798725,7
35JKL,19,179,183,0.5538575,0.586445,7
35JKL,19,179,182,0.5538575,0.586445,7
35JKL,19,179,181,0.5538575,0.586445,7
35JKL,19,179,180,0.561145,0.59508,7
35JKL,19,179,179,0.561145,0.59508,7
35JKL,19,179,178,0.561145,0.59508,7
35JKL,19,179,177,0.563565,0.5954375,7
35JKL,19,179,176,0.563565,0.5954375,7
35JKL,19,179,175,0.563565,0.5954375,7
35JKL,19,179,174,0.5664525,0.5940625,7
35JKL,19,179,173,0.5664525,0.5940625,7
35JKL,19,179,172,0.5664525,0.5940625,7
35JKL,19,179,171,0.5716775,0.6030825,7
35JKL,19,179,170,0.5716775,0.6030825,7
35JKL,19,179,169,0.5716775,0.6030825,7
35JKL,19,179,168,0.585455,0.6148525,7
35JKL,19,179,167,0.585455,0.6148525,7
35JKL,19,179,166,0.585455,0.6148525,7
35JKL,19,179,165,0.5914225,0.621755,7
35JKL,19,179,164,0.5914225,0.621755,7
35JKL,19,179,163,0.5914225,0.621755,7
35JKL,19,179,162,0.59574,0.62247,7
35JKL,19,179,161,0.59574,0.62247,7
35JKL,19,179,160,0.59574,0.62247,7
35JKL,19,179,159,0.5942825,0.6224425,6
35JKL,19,179,158,0.5942825,0.6224425,6
35JKL,19,179,157,0.5942825,0.6224425,6
35JKL,19,179,156,0.59728,0.624725,6
35JKL,19,179,155,0.59728,0.624725,6
35JKL,19,179,154,0.59728,0.624725,6
35JKL,19,179,153,0.5916975,0.619115,6
35JKL,19,179,152,0.5916975,0.619115,6
35JKL,19,179,151,0.5916975,0.619115,6
35JKL,19,179,150,0.5854275,0.61642,6
35JKL,19,179,149,0.5854275,0.61642,6
35JKL,19,179,148,0.5854275,0.61642,6
35JKL,19,179,147,0.5870775,0.619665,6
35JKL,19,179,146,0.5870775,0.619665,6
35JKL,19,179,145,0.5870775,0.619665,6
35JKL,19,179,144,0.5851525,0.62137,6
